paper_id,fit_status,strict_bin,lenient_best_bin,claims_total,claims_covered,claim_ratio,per_paper_total_gb,per_paper_max_asset_gb
bamboo-03451,strict,41,,0,0,1.0,4.0,0.8
bamboo-03452,strict,18,,3,3,1.0,5.575,5.5
bamboo-03453,strict,1,,0,0,1.0,0.0,0.0
bamboo-03454,strict,10,,0,0,1.0,0.188,0.1
bamboo-03455,strict,44,,6,6,1.0,5.747,2.0
bamboo-03456,strict,13,,1,1,1.0,0.8,0.8
bamboo-03457,strict,36,,8,8,1.0,3.0,3.0
bamboo-03458,oversize-total,,,7,0,0.0,396.986,125.95
bamboo-03459,strict,4,,9,9,1.0,0.321,0.282
bamboo-03460,oversize-floor,,1,7,1,0.143,56537.165,51048.155
bamboo-03461,oversize-floor,,,13,0,0.0,1796.88,1024.455
bamboo-03462,strict,26,,8,8,1.0,107.014,101.679
bamboo-03463,leftover,,,6,0,0.0,21.73,14.9
bamboo-03464,strict,5,,5,5,1.0,2.332,2.0
bamboo-03465,leftover,,,0,0,0.0,25.493,14.9
bamboo-03466,strict,1,,0,0,1.0,0.0,0.0
bamboo-03467,leftover,,,0,0,0.0,147.0,130.4
bamboo-03468,strict,1,,0,0,1.0,0.0,0.0
bamboo-03469,oversize-floor,,,1,0,0.0,802.515,800.0
bamboo-03470,strict,34,,0,0,1.0,2.633,2.4
bamboo-03471,strict,20,,3,3,1.0,0.8,0.8
bamboo-03472,leftover,,,7,0,0.0,26.258,25.0
bamboo-03473,strict,1,,0,0,1.0,0.186,0.166
bamboo-03474,leftover,,,2,0,0.0,31.596,14.958
bamboo-03475,oversize-floor,,,6,0,0.0,158.624,155.0
bamboo-03476,leftover,,,1,0,0.0,53.375,27.94
bamboo-03477,strict,11,,2,2,1.0,0.269,0.09
bamboo-03478,strict,41,,0,0,1.0,4.002,0.8
bamboo-03479,strict,21,,0,0,1.0,1.21,0.8
bamboo-03480,leftover,,,8,0,0.0,51.779,29.664
bamboo-03481,leftover,,,6,0,0.0,38.368,13.0
bamboo-03482,strict,1,,0,0,1.0,0.0,0.0
bamboo-03483,strict,44,,7,7,1.0,4.81,0.81
bamboo-03484,strict,1,,0,0,1.0,0.0,0.0
bamboo-03485,oversize-floor,,1,7,6,0.857,158.215,155.0
bamboo-03486,oversize-floor,,,0,0,0.0,156.451,155.0
bamboo-03487,leftover,,,2,0,0.0,145.909,81.025
bamboo-03488,oversize-floor,,1,6,6,1.0,155.332,155.0
bamboo-03489,strict,1,,0,0,1.0,0.0,0.0
bamboo-03490,oversize-floor,,,4,0,0.0,598.472,241.301
bamboo-03491,strict,44,,6,6,1.0,4.821,3.56
bamboo-03492,strict,50,,8,8,1.0,6.281,6.281
bamboo-03493,strict,16,,5,5,1.0,0.8,0.8
bamboo-03494,oversize-floor,,,0,0,0.0,640.655,640.484
bamboo-03495,strict,40,,1,1,1.0,3.9,3.0
bamboo-03496,oversize-floor,,,0,0,0.0,647.826,167.921
bamboo-03497,leftover,,,0,0,0.0,112.69,112.69
bamboo-03498,strict,1,,0,0,1.0,0.0,0.0
bamboo-03499,strict,1,,0,0,1.0,0.0,0.0
bamboo-03500,strict,1,,5,5,1.0,0.001,0.001
bamboo-03501,strict,17,,0,0,1.0,0.8,0.8
bamboo-03502,strict,1,,0,0,1.0,0.0,0.0
bamboo-03503,leftover,,,10,0,0.0,149.2,135.0
bamboo-03504,leftover,,,7,0,0.0,69.058,35.596
bamboo-03505,strict,56,,10,10,1.0,7.8,3.1
bamboo-03506,strict,9,,10,10,1.0,68.941,68.221
bamboo-03507,leftover,,,10,0,0.0,10.895,3.0
bamboo-03508,leftover,,,8,0,0.0,104.324,61.028
bamboo-03509,strict,38,,8,8,1.0,3.2,0.8
bamboo-03510,oversize-floor,,,0,0,0.0,155.166,155.0
bamboo-03511,leftover,,,8,0,0.0,38.099,10.431
bamboo-03512,strict,53,,6,6,1.0,7.522,7.101
bamboo-03513,strict,24,,1,1,1.0,1.6,0.8
bamboo-03514,strict,42,,10,10,1.0,4.8,0.8
bamboo-03515,strict,50,,4,4,1.0,6.447,3.583
bamboo-03516,strict,1,,0,0,1.0,0.0,0.0
bamboo-03517,oversize-floor,,,10,0,0.0,558.325,284.0
bamboo-03518,oversize-floor,,,3,0,0.0,367.661,177.4
bamboo-03519,strict,38,,4,4,1.0,4.634,3.0
bamboo-03520,strict,17,,1,1,1.0,0.8,0.8
bamboo-03521,strict,1,,0,0,1.0,0.0,0.0
bamboo-03522,leftover,,,0,0,0.0,93.753,66.646
bamboo-03523,strict,1,,0,0,1.0,0.0,0.0
bamboo-03524,leftover,,,8,0,0.0,29.902,14.9
bamboo-03525,strict,1,,0,0,1.0,0.0,0.0
bamboo-03526,strict,1,,1,1,1.0,0.332,0.166
bamboo-03527,strict,33,,7,7,1.0,2.547,2.501
bamboo-03528,oversize-floor,,,3,0,0.0,159.959,155.0
bamboo-03529,oversize-floor,,,0,0,0.0,972.515,631.998
bamboo-03530,strict,43,,7,7,1.0,4.6,3.0
bamboo-03531,strict,17,,0,0,1.0,0.8,0.8
bamboo-03532,leftover,,11,7,5,0.714,60.315,47.715
bamboo-03533,strict,17,,5,5,1.0,0.8,0.8
bamboo-03534,strict,21,,7,7,1.0,14.429,12.829
bamboo-03535,leftover,,5,5,5,1.0,21.296,19.682
bamboo-03536,oversize-total,,3,5,3,0.6,168.457,130.4
bamboo-03537,leftover,,,0,0,0.0,13.71,3.0
bamboo-03538,strict,1,,0,0,1.0,0.0,0.0
bamboo-03539,strict,1,,0,0,1.0,0.0,0.0
bamboo-03540,strict,13,,5,5,1.0,8.927,4.052
bamboo-03541,leftover,,,10,0,0.0,19.426,18.626
bamboo-03542,strict,33,,6,6,1.0,2.423,0.8
bamboo-03543,leftover,,,5,0,0.0,20.227,18.626
bamboo-03544,strict,3,,1,1,1.0,6.7,6.7
bamboo-03545,oversize-floor,,,0,0,0.0,185.546,177.4
bamboo-03546,strict,1,,0,0,1.0,0.0,0.0
bamboo-03547,strict,5,,7,7,1.0,7.46,7.0
bamboo-03548,strict,2,,0,0,1.0,0.005,0.002
bamboo-03549,strict,21,,0,0,1.0,0.814,0.8
bamboo-03550,strict,22,,0,0,1.0,0.833,0.8
bamboo-03551,strict,31,,0,0,1.0,1.72,0.8
bamboo-03552,oversize-total,,,0,0,0.0,159.813,130.4
bamboo-03553,oversize-floor,,,0,0,0.0,4696.942,4656.613
bamboo-03554,oversize-floor,,,0,0,0.0,158.266,155.0
bamboo-03555,strict,1,,0,0,1.0,0.0,0.0
bamboo-03556,strict,46,,6,6,1.0,7.525,3.725
bamboo-03557,leftover,,,5,0,0.0,41.35,17.214
bamboo-03558,strict,1,,1,1,1.0,0.1,0.1
bamboo-03559,strict,13,,1,1,1.0,0.689,0.689
bamboo-03560,strict,1,,0,0,1.0,0.0,0.0
bamboo-03561,strict,36,,1,1,1.0,8.216,7.0
bamboo-03562,oversize-floor,,,0,0,0.0,338.097,177.4
bamboo-03563,strict,9,,0,0,1.0,0.1,0.1
bamboo-03564,strict,1,,0,0,1.0,0.0,0.0
bamboo-03565,leftover,,3,10,2,0.2,51.7,24.2
bamboo-03566,leftover,,,10,0,0.0,42.219,28.38
bamboo-03567,oversize-floor,,34,6,3,0.5,987.182,986.809
bamboo-03568,strict,20,,1,1,1.0,0.8,0.8
bamboo-03569,oversize-floor,,7,10,7,0.7,155.166,155.0
bamboo-03570,leftover,,,9,0,0.0,33.743,15.0
bamboo-03571,strict,1,,0,0,1.0,0.0,0.0
bamboo-03572,strict,33,,0,0,1.0,2.492,1.692
bamboo-03573,strict,42,,8,8,1.0,4.3,0.8
bamboo-03574,strict,34,,0,0,1.0,2.773,2.773
bamboo-03575,leftover,,,0,0,0.0,49.044,23.283
bamboo-03576,leftover,,,4,0,0.0,10.741,10.641
bamboo-03577,strict,1,,0,0,1.0,0.0,0.0
bamboo-03578,strict,23,,2,2,1.0,1.168,1.168
bamboo-03579,strict,21,,0,0,1.0,1.238,0.41
bamboo-03580,oversize-total,,,0,0,0.0,257.741,128.5
bamboo-03581,strict,1,,0,0,1.0,0.0,0.0
bamboo-03582,leftover,,,8,0,0.0,91.24,57.187
bamboo-03583,leftover,,,8,0,0.0,41.085,14.958
bamboo-03584,strict,1,,0,0,1.0,0.0,0.0
bamboo-03585,leftover,,,0,0,0.0,53.664,50.0
bamboo-03586,strict,15,,0,0,1.0,23.286,23.283
bamboo-03587,oversize-floor,,,0,0,0.0,168.477,155.0
bamboo-03588,oversize-floor,,,2,0,0.0,464.854,252.134
bamboo-03589,strict,9,,10,10,1.0,5.18,1.3
bamboo-03590,oversize-floor,,,0,0,0.0,163.304,155.0
bamboo-03591,strict,3,,0,0,1.0,0.8,0.8
bamboo-03592,strict,52,,0,0,1.0,7.001,3.0
bamboo-03593,leftover,,,0,0,0.0,19.368,14.9
bamboo-03594,strict,52,,5,5,1.0,6.932,3.0
bamboo-03595,leftover,,,2,0,0.0,9.684,3.684
bamboo-03596,leftover,,,3,0,0.0,11.437,11.337
bamboo-03597,leftover,,4,3,1,0.333,61.305,14.958
bamboo-03598,strict,20,,4,4,1.0,15.596,14.9
bamboo-03599,strict,1,,5,5,1.0,12.6,12.6
bamboo-03600,strict,16,,4,4,1.0,0.8,0.8
bamboo-03601,oversize-floor,,,0,0,0.0,172.83,155.0
bamboo-03602,strict,40,,5,5,1.0,3.896,3.096
bamboo-03603,leftover,,,7,0,0.0,35.1,22.0
bamboo-03604,strict,1,,0,0,1.0,0.0,0.0
bamboo-03605,strict,46,,8,8,1.0,5.761,4.763
bamboo-03606,strict,1,,0,0,1.0,0.0,0.0
bamboo-03607,strict,31,,0,0,1.0,1.628,0.8
bamboo-03608,strict,18,,8,8,1.0,0.8,0.8
bamboo-03609,strict,44,,0,0,1.0,4.8,0.8
bamboo-03610,strict,17,,10,10,1.0,0.8,0.8
bamboo-03611,oversize-total,,,0,0,0.0,537.345,142.05
bamboo-03612,oversize-total,,,0,0,0.0,256.959,135.426
bamboo-03613,leftover,,,0,0,0.0,76.81,14.2
bamboo-03614,strict,38,,0,0,1.0,3.23,0.811
bamboo-03615,strict,8,,0,0,1.0,14.951,14.9
bamboo-03616,strict,49,,0,0,1.0,6.466,3.0
bamboo-03617,oversize-floor,,,0,0,0.0,706.059,262.833
bamboo-03618,strict,47,,0,0,1.0,5.643,4.843
bamboo-03619,strict,9,,7,7,1.0,3.254,1.252
bamboo-03620,strict,10,,5,5,1.0,0.2,0.1
bamboo-03621,leftover,,,8,0,0.0,21.993,7.862
bamboo-03622,strict,3,,14,14,1.0,0.917,0.8
bamboo-03623,leftover,,,2,0,0.0,73.851,22.487
bamboo-03624,oversize-total,,,5,0,0.0,311.088,91.428
bamboo-03625,strict,1,,0,0,1.0,0.0,0.0
bamboo-03626,oversize-floor,,,0,0,0.0,434.214,414.712
bamboo-03627,strict,23,,8,8,1.0,1.394,0.8
bamboo-03628,leftover,,11,11,7,0.636,111.194,48.794
bamboo-03629,oversize-floor,,,2,0,0.0,2558.71,1060.317
bamboo-03630,strict,35,,0,0,1.0,3.013,2.533
bamboo-03631,strict,6,,0,0,1.0,0.1,0.1
bamboo-03632,oversize-floor,,,0,0,0.0,614.715,450.0
bamboo-03633,strict,36,,7,7,1.0,3.105,3.0
bamboo-03634,oversize-floor,,,6,0,0.0,5000.304,4656.613
bamboo-03635,leftover,,,4,0,0.0,57.609,14.9
bamboo-03636,leftover,,,3,0,0.0,19.0,3.0
bamboo-03637,strict,1,,0,0,1.0,0.0,0.0
bamboo-03638,oversize-floor,,,0,0,0.0,1014.867,986.809
bamboo-03639,oversize-total,,34,5,3,0.6,245.75,60.0
bamboo-03640,oversize-floor,,22,3,2,0.667,156.156,155.0
bamboo-03641,leftover,,2,3,2,0.667,25.103,25.103
bamboo-03642,oversize-total,,,3,0,0.0,561.381,146.047
bamboo-03643,leftover,,,1,0,0.0,19.786,13.979
bamboo-03644,strict,40,,2,2,1.0,3.8,3.0
bamboo-03645,strict,1,,0,0,1.0,0.0,0.0
bamboo-03646,leftover,,,3,0,0.0,114.315,24.244
bamboo-03647,strict,50,,3,3,1.0,6.4,0.8
bamboo-03648,leftover,,,2,0,0.0,27.668,13.039
bamboo-03649,strict,1,,0,0,1.0,0.0,0.0
bamboo-03650,oversize-floor,,,2,0,0.0,705.786,698.406
bamboo-03651,strict,17,,1,1,1.0,0.8,0.8
bamboo-03652,strict,25,,2,2,1.0,1.6,0.8
bamboo-03653,strict,1,,0,0,1.0,0.0,0.0
bamboo-03654,strict,1,,0,0,1.0,0.0,0.0
bamboo-03655,strict,33,,9,9,1.0,2.4,0.8
bamboo-03656,leftover,,,3,0,0.0,39.529,11.683
bamboo-03657,strict,29,,8,8,1.0,1.6,0.8
bamboo-03658,strict,1,,5,5,1.0,0.376,0.166
bamboo-03659,oversize-floor,,,10,0,0.0,3923.32,2284.329
bamboo-03660,strict,16,,0,0,1.0,0.8,0.8
bamboo-03661,leftover,,,2,0,0.0,134.345,93.132
bamboo-03662,strict,44,,11,11,1.0,4.8,3.0
bamboo-03663,strict,4,,9,9,1.0,8.166,8.0
bamboo-03664,strict,5,,0,0,1.0,0.216,0.166
bamboo-03665,strict,31,,0,0,1.0,1.851,1.397
bamboo-03666,strict,8,,0,0,1.0,15.7,14.9
bamboo-03667,strict,1,,0,0,1.0,0.0,0.0
bamboo-03668,strict,1,,0,0,1.0,0.0,0.0
bamboo-03669,oversize-floor,,1,9,4,0.444,155.705,155.0
bamboo-03670,oversize-floor,,45,6,2,0.333,190.533,155.0
bamboo-03671,strict,13,,1,1,1.0,22.089,20.489
bamboo-03672,oversize-total,,,0,0,0.0,429.539,135.426
bamboo-03673,leftover,,,6,0,0.0,95.781,95.781
bamboo-03674,leftover,,,2,0,0.0,74.5,52.0
bamboo-03675,strict,40,,3,3,1.0,3.8,3.0
bamboo-03676,oversize-total,,6,3,3,1.0,302.996,135.0
bamboo-03677,oversize-floor,,,2,0,0.0,655.606,439.106
bamboo-03678,strict,51,,1,1,1.0,6.569,3.0
bamboo-03679,leftover,,,5,0,0.0,19.244,14.9
bamboo-03680,strict,6,,3,3,1.0,5.0,5.0
bamboo-03681,oversize-floor,,,2,0,0.0,158.832,155.0
bamboo-03682,strict,9,,3,3,1.0,0.1,0.1
bamboo-03683,oversize-floor,,,3,0,0.0,260.415,155.0
bamboo-03684,leftover,,11,3,3,1.0,56.887,27.001
bamboo-03685,strict,51,,0,0,1.0,6.704,3.192
bamboo-03686,strict,1,,1,1,1.0,0.166,0.166
bamboo-03687,strict,33,,0,0,1.0,2.439,1.6
bamboo-03688,strict,33,,1,1,1.0,2.581,0.8
bamboo-03689,strict,7,,0,0,1.0,70.537,50.0
bamboo-03690,leftover,,,0,0,0.0,68.224,14.958
bamboo-03691,oversize-floor,,,0,0,0.0,224898.707,223517.418
bamboo-03692,strict,1,,0,0,1.0,0.02,0.02
bamboo-03693,strict,1,,0,0,1.0,3.763,1.4
bamboo-03694,oversize-floor,,,4,0,0.0,202.964,155.0
bamboo-03695,strict,53,,0,0,1.0,7.332,3.169
bamboo-03696,strict,1,,0,0,1.0,0.0,0.0
bamboo-03697,strict,1,,0,0,1.0,0.0,0.0
bamboo-03698,strict,59,,2,2,1.0,9.09,3.645
bamboo-03699,strict,1,,0,0,1.0,0.0,0.0
bamboo-03700,strict,52,,4,4,1.0,8.07,4.005
bamboo-03701,strict,58,,4,4,1.0,8.997,3.0
bamboo-03702,oversize-floor,,21,4,1,0.25,298.225,155.0
bamboo-03703,strict,1,,0,0,1.0,0.0,0.0
bamboo-03704,strict,15,,0,0,1.0,0.8,0.8
bamboo-03705,strict,7,,0,0,1.0,1.145,0.976
bamboo-03706,strict,1,,0,0,1.0,0.0,0.0
bamboo-03707,strict,3,,0,0,1.0,25.0,25.0
bamboo-03708,leftover,,,0,0,0.0,14.297,12.6
bamboo-03709,strict,3,,3,3,1.0,7.1,6.7
bamboo-03710,strict,41,,0,0,1.0,4.094,2.58
bamboo-03711,strict,1,,0,0,1.0,0.0,0.0
bamboo-03712,strict,1,,0,0,1.0,0.0,0.0
bamboo-03713,oversize-floor,,,4,0,0.0,294.807,252.375
bamboo-03714,oversize-floor,,,2,0,0.0,1353.302,800.0
bamboo-03715,oversize-floor,,,0,0,0.0,156.933,155.0
bamboo-03716,strict,1,,0,0,1.0,0.0,0.0
bamboo-03717,oversize-floor,,,0,0,0.0,158.0,155.0
bamboo-03718,leftover,,,0,0,0.0,117.534,42.466
bamboo-03719,oversize-floor,,,5,0,0.0,1451.282,838.19
bamboo-03720,strict,1,,0,0,1.0,0.0,0.0
bamboo-03721,strict,1,,0,0,1.0,0.0,0.0
bamboo-03722,strict,3,,1,1,1.0,0.014,0.014
bamboo-03723,leftover,,,3,0,0.0,89.723,29.915
bamboo-03724,strict,56,,5,5,1.0,8.118,8.118
bamboo-03725,oversize-total,,,5,0,0.0,271.466,120.878
bamboo-03726,strict,26,,3,3,1.0,1.6,0.8
bamboo-03727,strict,47,,0,0,1.0,5.424,0.8
bamboo-03728,leftover,,,3,0,0.0,48.01,14.9
bamboo-03729,leftover,,,0,0,0.0,39.21,14.409
bamboo-03730,strict,1,,1,1,1.0,12.6,12.6
bamboo-03731,strict,1,,0,0,1.0,0.0,0.0
bamboo-03732,strict,44,,5,5,1.0,4.82,0.8
bamboo-03733,leftover,,,6,0,0.0,79.278,78.378
bamboo-03734,leftover,,,0,0,0.0,13.956,13.156
bamboo-03735,oversize-total,,,3,0,0.0,159.085,130.4
bamboo-03736,strict,46,,0,0,1.0,5.884,4.763
bamboo-03737,strict,1,,0,0,1.0,0.0,0.0
bamboo-03738,strict,47,,2,2,1.0,5.4,3.0
bamboo-03739,oversize-floor,,,2,0,0.0,4647.142,2284.329
bamboo-03740,oversize-total,,,0,0,0.0,281.235,121.366
bamboo-03741,strict,24,,0,0,1.0,1.397,1.397
bamboo-03742,strict,1,,0,0,1.0,0.0,0.0
bamboo-03743,strict,4,,0,0,1.0,40.01,40.0
bamboo-03744,oversize-floor,,,0,0,0.0,175.794,155.0
bamboo-03745,leftover,,,5,0,0.0,70.534,24.214
bamboo-03746,oversize-floor,,,5,0,0.0,271.298,155.0
bamboo-03747,leftover,,,0,0,0.0,13.558,7.869
bamboo-03748,strict,37,,0,0,1.0,3.117,0.8
bamboo-03749,oversize-floor,,,8,0,0.0,405.502,180.0
bamboo-03750,leftover,,,4,0,0.0,25.477,24.677
bamboo-03751,oversize-floor,,,0,0,0.0,512.024,284.0
bamboo-03752,strict,31,,7,7,1.0,2.353,1.087
bamboo-03753,strict,7,,6,6,1.0,50.326,50.0
bamboo-03754,leftover,,,3,0,0.0,46.825,14.958
bamboo-03755,oversize-floor,,,3,0,0.0,269.997,155.0
bamboo-03756,oversize-total,,,3,0,0.0,186.656,133.723
bamboo-03757,oversize-floor,,,7,0,0.0,17945.478,17942.184
bamboo-03758,oversize-floor,,,4,0,0.0,283.693,245.237
bamboo-03759,strict,38,,10,10,1.0,3.2,0.8
bamboo-03760,strict,10,,0,0,1.0,4.258,3.0
bamboo-03761,strict,1,,2,2,1.0,0.2,0.1
bamboo-03762,strict,22,,0,0,1.0,0.901,0.8
bamboo-03763,strict,17,,0,0,1.0,0.8,0.8
bamboo-03764,oversize-floor,,,0,0,0.0,190.454,155.0
bamboo-03765,oversize-floor,,,0,0,0.0,230.958,230.951
bamboo-03766,strict,33,,1,1,1.0,5.605,0.8
bamboo-03767,strict,22,,2,2,1.0,0.92,0.8
bamboo-03768,strict,57,,0,0,1.0,8.403,5.5
bamboo-03769,strict,1,,2,2,1.0,0.186,0.166
bamboo-03770,leftover,,5,7,4,0.571,21.106,19.0
bamboo-03771,leftover,,,3,0,0.0,66.376,63.594
bamboo-03772,oversize-floor,,,0,0,0.0,505.46,284.0
bamboo-03773,strict,5,,8,8,1.0,26.863,25.0
bamboo-03774,oversize-total,,,0,0,0.0,254.46,135.426
bamboo-03775,oversize-total,,2,8,1,0.125,505.011,128.5
bamboo-03776,strict,1,,7,7,1.0,3.734,3.5
bamboo-03777,strict,1,,2,2,1.0,0.02,0.02
bamboo-03778,strict,31,,0,0,1.0,1.7,0.8
bamboo-03779,strict,1,,0,0,1.0,0.0,0.0
bamboo-03780,leftover,,,0,0,0.0,133.423,130.4
bamboo-03781,oversize-floor,,,0,0,0.0,682.727,155.0
bamboo-03782,strict,55,,0,0,1.0,7.73,4.843
bamboo-03783,leftover,,,0,0,0.0,16.0,16.0
bamboo-03784,oversize-floor,,8,10,3,0.3,526.164,456.758
bamboo-03785,oversize-floor,,,10,0,0.0,197.625,155.0
bamboo-03786,leftover,,,9,0,0.0,39.995,30.59
bamboo-03787,strict,25,,5,5,1.0,1.6,0.8
bamboo-03788,oversize-floor,,,0,0,0.0,242.435,155.0
bamboo-03789,oversize-floor,,,5,0,0.0,158.0,155.0
bamboo-03790,strict,1,,0,0,1.0,0.0,0.0
bamboo-03791,strict,18,,0,0,1.0,0.8,0.8
bamboo-03792,oversize-floor,,,1,0,0.0,539.65,525.658
bamboo-03793,leftover,,,4,0,0.0,20.8,20.0
bamboo-03794,leftover,,,0,0,0.0,95.5,83.819
bamboo-03795,strict,1,,0,0,1.0,0.0,0.0
bamboo-03796,leftover,,,0,0,0.0,48.042,21.164
bamboo-03797,oversize-floor,,,0,0,0.0,166.529,155.0
bamboo-03798,strict,1,,0,0,1.0,0.0,0.0
bamboo-03799,strict,48,,5,5,1.0,6.0,3.0
bamboo-03800,oversize-floor,,,0,0,0.0,271.317,155.0
bamboo-03801,strict,7,,5,5,1.0,0.361,0.195
bamboo-03802,strict,22,,2,2,1.0,0.9,0.8
bamboo-03803,strict,17,,6,6,1.0,0.8,0.8
bamboo-03804,oversize-floor,,4,5,2,0.4,281.884,261.655
bamboo-03805,strict,17,,1,1,1.0,0.8,0.8
bamboo-03806,oversize-floor,,,5,0,0.0,315.058,284.0
bamboo-03807,oversize-floor,,4,5,4,0.8,156.515,155.0
bamboo-03808,strict,1,,0,0,1.0,0.0,0.0
bamboo-03809,strict,1,,0,0,1.0,0.0,0.0
bamboo-03810,leftover,,,0,0,0.0,14.444,13.0
bamboo-03811,leftover,,,6,0,0.0,136.98,130.4
bamboo-03812,strict,44,,3,3,1.0,4.6,3.0
bamboo-03813,strict,38,,4,4,1.0,3.2,0.8
bamboo-03814,strict,1,,0,0,1.0,0.0,0.0
bamboo-03815,leftover,,,5,0,0.0,57.612,17.214
bamboo-03816,oversize-floor,,,6,0,0.0,366.034,155.0
bamboo-03817,strict,17,,5,5,1.0,0.8,0.8
bamboo-03818,strict,13,,0,0,1.0,4.218,4.052
bamboo-03819,strict,1,,5,5,1.0,0.166,0.166
bamboo-03820,leftover,,,12,0,0.0,10.18,3.0
bamboo-03821,strict,17,,1,1,1.0,0.8,0.8
bamboo-03822,strict,1,,0,0,1.0,16.042,10.679
bamboo-03823,strict,1,,0,0,1.0,0.0,0.0
bamboo-03824,strict,44,,2,2,1.0,4.8,0.8
bamboo-03825,leftover,,,4,0,0.0,53.626,15.903
bamboo-03826,strict,38,,0,0,1.0,3.262,0.8
bamboo-03827,oversize-floor,,,6,0,0.0,2028.062,1396.984
bamboo-03828,oversize-floor,,,0,0,0.0,779.991,437.9
bamboo-03829,oversize-floor,,,0,0,0.0,1498.039,1395.262
bamboo-03830,leftover,,,0,0,0.0,53.953,22.0
bamboo-03831,strict,28,,0,0,1.0,1.6,0.8
bamboo-03832,leftover,,,4,0,0.0,17.466,11.27
bamboo-03833,leftover,,,0,0,0.0,41.64,35.596
bamboo-03834,strict,55,,0,0,1.0,8.473,4.657
bamboo-03835,strict,10,,0,0,1.0,1.6,0.8
bamboo-03836,leftover,,,0,0,0.0,11.319,6.5
bamboo-03837,strict,1,,0,0,1.0,0.582,0.25
bamboo-03838,strict,1,,0,0,1.0,0.0,0.0
bamboo-03839,strict,13,,0,0,1.0,0.8,0.8
bamboo-03840,strict,1,,0,0,1.0,0.0,0.0
bamboo-03841,strict,35,,3,3,1.0,6.066,4.005
bamboo-03842,leftover,,,0,0,0.0,22.573,11.184
bamboo-03843,leftover,,,2,0,0.0,31.358,26.044
bamboo-03844,strict,35,,3,3,1.0,2.856,0.8
bamboo-03845,strict,27,,2,2,1.0,1.6,0.8
bamboo-03846,leftover,,,0,0,0.0,25.74,25.74
bamboo-03847,strict,9,,0,0,1.0,2.248,1.0
bamboo-03848,strict,32,,8,8,1.0,2.4,0.8
bamboo-03849,leftover,,,3,0,0.0,17.316,14.9
bamboo-03850,leftover,,,7,0,0.0,23.535,23.283
bamboo-03851,leftover,,,0,0,0.0,16.961,7.317
bamboo-03852,leftover,,,0,0,0.0,15.653,3.0
bamboo-03853,leftover,,,2,0,0.0,44.452,16.446
bamboo-03854,oversize-floor,,,4,0,0.0,1177.954,964.238
bamboo-03855,strict,17,,1,1,1.0,0.8,0.8
bamboo-03856,oversize-floor,,,2,0,0.0,2164.196,931.323
bamboo-03857,strict,48,,2,2,1.0,8.0,5.0
bamboo-03858,strict,19,,2,2,1.0,59.314,17.214
bamboo-03859,leftover,,15,3,1,0.333,47.519,25.0
bamboo-03860,leftover,,,2,0,0.0,39.407,19.779
bamboo-03861,leftover,,,0,0,0.0,32.669,28.869
bamboo-03862,strict,38,,0,0,1.0,3.4,1.4
bamboo-03863,oversize-floor,,,4,0,0.0,164.0,155.0
bamboo-03864,leftover,,,0,0,0.0,127.341,27.511
bamboo-03865,oversize-floor,,,1,0,0.0,155.582,155.0
bamboo-03866,strict,39,,0,0,1.0,3.719,1.07
bamboo-03867,strict,49,,2,2,1.0,6.0,3.0
bamboo-03868,leftover,,,0,0,0.0,10.572,10.141
bamboo-03869,oversize-floor,,41,4,3,0.75,159.45,155.0
bamboo-03870,oversize-floor,,,1,0,0.0,1598.05,1060.317
bamboo-03871,oversize-floor,,,0,0,0.0,364.653,155.0
bamboo-03872,strict,27,,0,0,1.0,1.6,0.8
bamboo-03873,strict,1,,0,0,1.0,0.0,0.0
bamboo-03874,strict,1,,0,0,1.0,0.186,0.166
bamboo-03875,leftover,,,3,0,0.0,13.697,6.5
bamboo-03876,oversize-floor,,,4,0,0.0,155.582,155.0
bamboo-03877,leftover,,,0,0,0.0,53.322,23.283
bamboo-03878,oversize-floor,,5,3,1,0.333,1774.372,1773.572
bamboo-03879,oversize-floor,,,9,0,0.0,161.542,155.0
bamboo-03880,oversize-floor,,,2,0,0.0,461.577,434.969
bamboo-03881,oversize-total,,,7,0,0.0,171.717,94.066
bamboo-03882,strict,38,,3,3,1.0,3.2,0.8
bamboo-03883,oversize-total,,52,6,4,0.667,203.293,139.595
bamboo-03884,leftover,,1,5,1,0.2,39.966,24.2
bamboo-03885,oversize-floor,,,5,0,0.0,1057.092,155.0
bamboo-03886,strict,1,,0,0,1.0,0.0,0.0
bamboo-03887,oversize-floor,,,2,0,0.0,1143.475,180.0
bamboo-03888,oversize-total,,,0,0,0.0,310.436,82.878
bamboo-03889,oversize-total,,,0,0,0.0,494.052,135.0
bamboo-03890,strict,32,,7,7,1.0,2.4,0.8
bamboo-03891,leftover,,,0,0,0.0,84.771,27.001
bamboo-03892,strict,4,,0,0,1.0,55.152,24.2
bamboo-03893,strict,17,,0,0,1.0,54.656,54.615
bamboo-03894,strict,1,,0,0,1.0,0.0,0.0
bamboo-03895,strict,5,,0,0,1.0,7.332,7.0
bamboo-03896,oversize-floor,,,0,0,0.0,161.0,155.0
bamboo-03897,strict,1,,0,0,1.0,0.0,0.0
bamboo-03898,leftover,,,0,0,0.0,56.5,16.0
bamboo-03899,strict,1,,0,0,1.0,0.0,0.0
bamboo-03900,oversize-floor,,,3,0,0.0,262.132,155.0
bamboo-03901,strict,18,,0,0,1.0,0.8,0.8
bamboo-03902,leftover,,,0,0,0.0,17.686,7.115
