paper_id,fit_status,strict_bin,lenient_best_bin,claims_total,claims_covered,claim_ratio,per_paper_total_gb,per_paper_max_asset_gb
bamboo-03000,leftover,,,0,0,0.0,16.599,13.399
bamboo-03001,leftover,,,4,0,0.0,82.479,65.193
bamboo-03002,strict,5,,5,5,1.0,25.093,25.0
bamboo-03003,oversize-floor,,,3,0,0.0,2712.819,1300.0
bamboo-03004,strict,27,,1,1,1.0,15.788,14.9
bamboo-03005,oversize-floor,,,0,0,0.0,566.244,361.353
bamboo-03006,strict,26,,1,1,1.0,123.153,101.679
bamboo-03007,oversize-floor,,,3,0,0.0,185.715,155.0
bamboo-03008,strict,60,,1,1,1.0,13.4,12.6
bamboo-03009,leftover,,,1,0,0.0,40.913,14.9
bamboo-03010,strict,37,,1,1,1.0,27.753,25.0
bamboo-03011,leftover,,,6,0,0.0,26.142,14.9
bamboo-03012,strict,33,,1,1,1.0,2.4,0.8
bamboo-03013,strict,50,,0,0,1.0,6.413,2.923
bamboo-03014,leftover,,,0,0,0.0,74.881,68.221
bamboo-03015,oversize-total,,,2,0,0.0,244.912,25.103
bamboo-03016,strict,21,,5,5,1.0,0.966,0.8
bamboo-03017,leftover,,,0,0,0.0,98.078,93.402
bamboo-03018,leftover,,,0,0,0.0,27.167,27.167
bamboo-03019,leftover,,,5,0,0.0,109.679,92.7
bamboo-03020,oversize-floor,,5,5,1,0.2,7604.543,7418.064
bamboo-03021,strict,26,,3,3,1.0,107.066,101.679
bamboo-03022,oversize-total,,,7,0,0.0,172.936,130.4
bamboo-03023,oversize-floor,,,2,0,0.0,2364.56,2284.329
bamboo-03024,leftover,,,4,0,0.0,145.69,130.4
bamboo-03025,oversize-floor,,2,4,2,0.5,170.5,155.0
bamboo-03026,strict,35,,0,0,1.0,45.555,29.802
bamboo-03027,leftover,,,4,0,0.0,147.579,130.4
bamboo-03028,oversize-total,,,0,0,0.0,150.492,53.867
bamboo-03029,strict,17,,2,2,1.0,0.8,0.8
bamboo-03030,strict,34,,2,2,1.0,5.004,1.3
bamboo-03031,oversize-floor,,,5,0,0.0,1153.928,964.238
bamboo-03032,oversize-floor,,,2,0,0.0,573.802,262.852
bamboo-03033,strict,1,,0,0,1.0,0.0,0.0
bamboo-03034,leftover,,,6,0,0.0,38.822,24.2
bamboo-03035,oversize-floor,,,2,0,0.0,800.0,800.0
bamboo-03036,oversize-floor,,,1,0,0.0,508.49,385.568
bamboo-03037,leftover,,,0,0,0.0,39.16,33.819
bamboo-03038,leftover,,,0,0,0.0,66.97,52.789
bamboo-03039,strict,47,,0,0,1.0,5.601,0.8
bamboo-03040,strict,8,,0,0,1.0,27.94,27.94
bamboo-03041,strict,1,,0,0,1.0,0.0,0.0
bamboo-03042,leftover,,,3,0,0.0,46.077,19.172
bamboo-03043,leftover,,,0,0,0.0,30.236,27.442
bamboo-03044,strict,1,,0,0,1.0,0.0,0.0
bamboo-03045,oversize-floor,,,0,0,0.0,386.323,155.0
bamboo-03046,oversize-floor,,,0,0,0.0,942.701,942.701
bamboo-03047,oversize-total,,,0,0,0.0,173.612,130.4
bamboo-03048,leftover,,,0,0,0.0,37.081,14.558
bamboo-03049,strict,1,,0,0,1.0,0.0,0.0
bamboo-03050,strict,38,,0,0,1.0,3.2,0.8
bamboo-03051,oversize-floor,,2,6,1,0.167,983.719,256.959
bamboo-03052,strict,22,,7,7,1.0,0.929,0.827
bamboo-03053,strict,15,,0,0,1.0,0.8,0.8
bamboo-03054,oversize-floor,,,5,0,0.0,837.672,800.0
bamboo-03055,leftover,,,2,0,0.0,18.568,4.038
bamboo-03056,oversize-floor,,,5,0,0.0,280.838,155.0
bamboo-03057,leftover,,,7,0,0.0,20.215,20.0
bamboo-03058,oversize-floor,,,3,0,0.0,170.673,155.0
bamboo-03059,strict,3,,4,4,1.0,0.466,0.466
bamboo-03060,leftover,,,1,0,0.0,44.125,29.756
bamboo-03061,strict,18,,0,0,1.0,15.248,12.6
bamboo-03062,leftover,,,0,0,0.0,15.8,3.0
bamboo-03063,leftover,,,2,0,0.0,37.321,18.063
bamboo-03064,leftover,,,5,0,0.0,54.248,36.994
bamboo-03065,oversize-total,,,5,0,0.0,467.612,128.109
bamboo-03066,strict,46,,5,5,1.0,5.273,2.769
bamboo-03067,leftover,,,3,0,0.0,142.167,76.916
bamboo-03068,oversize-total,,,3,0,0.0,295.079,64.054
bamboo-03069,leftover,,,5,0,0.0,13.632,3.713
bamboo-03070,strict,1,,0,0,1.0,0.582,0.25
bamboo-03071,strict,13,,3,3,1.0,0.581,0.581
bamboo-03072,leftover,,,2,0,0.0,149.536,130.4
bamboo-03073,leftover,,,2,0,0.0,71.503,65.193
bamboo-03074,leftover,,,3,0,0.0,52.168,42.368
bamboo-03075,strict,31,,1,1,1.0,1.807,0.8
bamboo-03076,strict,1,,0,0,1.0,0.0,0.0
bamboo-03077,oversize-floor,,,0,0,0.0,326.0,326.0
bamboo-03078,leftover,,,0,0,0.0,9.8,3.0
bamboo-03079,oversize-floor,,,0,0,0.0,155.166,155.0
bamboo-03080,strict,17,,1,1,1.0,0.8,0.8
bamboo-03081,strict,24,,1,1,1.0,1.6,0.8
bamboo-03082,oversize-floor,,,2,0,0.0,1419.181,964.238
bamboo-03083,strict,1,,2,2,1.0,0.4,0.166
bamboo-03084,leftover,,,7,0,0.0,74.982,25.103
bamboo-03085,strict,9,,7,7,1.0,0.295,0.195
bamboo-03086,oversize-floor,,,0,0,0.0,158.686,155.0
bamboo-03087,leftover,,,4,0,0.0,51.665,45.627
bamboo-03088,strict,38,,5,5,1.0,3.176,2.98
bamboo-03089,leftover,,,5,0,0.0,106.245,20.32
bamboo-03090,strict,24,,2,2,1.0,1.475,1.471
bamboo-03091,strict,1,,4,4,1.0,0.186,0.098
bamboo-03092,leftover,,,5,0,0.0,11.087,7.287
bamboo-03093,oversize-floor,,,8,0,0.0,8874.046,7418.064
bamboo-03094,leftover,,,0,0,0.0,60.404,25.0
bamboo-03095,leftover,,,0,0,0.0,46.789,25.0
bamboo-03096,strict,7,,2,2,1.0,1.01,0.8
bamboo-03097,leftover,,,0,0,0.0,60.74,24.2
bamboo-03098,strict,7,,0,0,1.0,21.958,17.249
bamboo-03099,leftover,,,0,0,0.0,60.213,14.9
bamboo-03100,strict,26,,0,0,1.0,123.953,101.679
bamboo-03101,oversize-floor,,,0,0,0.0,767.548,700.0
bamboo-03102,strict,20,,0,0,1.0,0.801,0.8
bamboo-03103,strict,1,,0,0,1.0,0.0,0.0
bamboo-03104,leftover,,,0,0,0.0,26.473,20.0
bamboo-03105,strict,60,,0,0,1.0,13.4,12.6
bamboo-03106,leftover,,,0,0,0.0,65.226,24.2
bamboo-03107,oversize-floor,,,0,0,0.0,284.0,284.0
bamboo-03108,leftover,,,0,0,0.0,31.433,30.391
bamboo-03109,strict,1,,0,0,1.0,0.0,0.0
bamboo-03110,oversize-floor,,,2,0,0.0,1289.79,838.19
bamboo-03111,leftover,,,1,0,0.0,48.744,15.015
bamboo-03112,oversize-floor,,,0,0,0.0,308.881,262.852
bamboo-03113,leftover,,,0,0,0.0,21.21,8.214
bamboo-03114,oversize-floor,,,0,0,0.0,192.225,155.0
bamboo-03115,leftover,,9,8,6,0.75,117.26,61.381
bamboo-03116,strict,5,,6,6,1.0,7.332,7.0
bamboo-03117,oversize-floor,,,5,0,0.0,982.35,368.102
bamboo-03118,leftover,,,2,0,0.0,43.66,27.001
bamboo-03119,oversize-floor,,,6,0,0.0,431.453,284.0
bamboo-03120,oversize-total,,,2,0,0.0,187.854,53.905
bamboo-03121,oversize-total,,,5,0,0.0,210.931,128.5
bamboo-03122,oversize-floor,,,0,0,0.0,250.146,155.0
bamboo-03123,leftover,,,6,0,0.0,17.936,10.141
bamboo-03124,strict,2,,0,0,1.0,28.067,14.9
bamboo-03125,strict,1,,0,0,1.0,0.0,0.0
bamboo-03126,oversize-floor,,,0,0,0.0,299.519,284.0
bamboo-03127,strict,18,,0,0,1.0,0.8,0.8
bamboo-03128,strict,32,,0,0,1.0,54.509,53.085
bamboo-03129,strict,31,,0,0,1.0,1.869,0.8
bamboo-03130,strict,32,,0,0,1.0,2.002,1.04
bamboo-03131,oversize-floor,,,2,0,0.0,52224.336,51048.155
bamboo-03132,strict,1,,3,3,1.0,0.0,0.0
bamboo-03133,strict,2,,2,2,1.0,0.197,0.195
bamboo-03134,oversize-floor,,,0,0,0.0,934.323,931.323
bamboo-03135,leftover,,,0,0,0.0,19.724,17.774
bamboo-03136,oversize-floor,,,0,0,0.0,52344.514,51048.155
bamboo-03137,leftover,,,0,0,0.0,29.105,21.719
bamboo-03138,strict,18,,0,0,1.0,0.8,0.8
bamboo-03139,oversize-total,,,0,0,0.0,299.408,128.5
bamboo-03140,leftover,,,0,0,0.0,33.202,14.9
bamboo-03141,strict,1,,0,0,1.0,0.582,0.25
bamboo-03142,leftover,,,0,0,0.0,20.188,14.9
bamboo-03143,strict,7,,1,1,1.0,22.226,17.249
bamboo-03144,leftover,,,3,0,0.0,33.544,14.901
bamboo-03145,strict,35,,0,0,1.0,3.109,2.923
bamboo-03146,leftover,,,0,0,0.0,54.203,46.566
bamboo-03147,oversize-floor,,2,6,2,0.333,872.473,838.19
bamboo-03148,oversize-total,,,6,0,0.0,287.268,135.426
bamboo-03149,strict,1,,0,0,1.0,0.582,0.25
bamboo-03150,leftover,,2,7,2,0.286,17.095,12.6
bamboo-03151,leftover,,,6,0,0.0,85.769,69.849
bamboo-03152,leftover,,,6,0,0.0,51.389,25.112
bamboo-03153,strict,1,,0,0,1.0,0.0,0.0
bamboo-03154,strict,31,,3,3,1.0,8.678,5.942
bamboo-03155,oversize-floor,,,0,0,0.0,1931.312,1862.645
bamboo-03156,strict,9,,6,6,1.0,1.812,1.252
bamboo-03157,strict,32,,0,0,1.0,2.4,0.8
bamboo-03158,strict,1,,2,2,1.0,0.332,0.166
bamboo-03159,oversize-floor,,,3,0,0.0,1288.652,439.106
bamboo-03160,leftover,,,4,0,0.0,21.834,13.039
bamboo-03161,leftover,,,6,0,0.0,80.606,76.006
bamboo-03162,strict,1,,0,0,1.0,0.0,0.0
bamboo-03163,leftover,,,0,0,0.0,56.683,14.9
bamboo-03164,strict,23,,6,6,1.0,1.286,0.8
bamboo-03165,strict,1,,0,0,1.0,0.0,0.0
bamboo-03166,strict,1,,0,0,1.0,0.0,0.0
bamboo-03167,leftover,,,5,0,0.0,15.8,12.6
bamboo-03168,strict,1,,2,2,1.0,0.21,0.166
bamboo-03169,strict,36,,2,2,1.0,3.166,3.0
bamboo-03170,leftover,,20,5,1,0.2,40.699,14.9
bamboo-03171,leftover,,,1,0,0.0,9.6,0.8
bamboo-03172,strict,39,,4,4,1.0,3.517,0.8
bamboo-03173,oversize-floor,,,5,0,0.0,318.771,314.971
bamboo-03174,strict,31,,3,3,1.0,1.918,1.118
bamboo-03175,leftover,,,4,0,0.0,90.392,25.0
bamboo-03176,oversize-total,,9,9,3,0.333,281.235,121.366
bamboo-03177,oversize-floor,,,3,0,0.0,217.0,155.0
bamboo-03178,leftover,,,6,0,0.0,141.507,135.65
bamboo-03179,leftover,,,0,0,0.0,47.155,19.113
bamboo-03180,strict,23,,5,5,1.0,81.25,81.25
bamboo-03181,oversize-floor,,26,8,4,0.5,702.44,640.484
bamboo-03182,leftover,,,4,0,0.0,28.581,22.999
bamboo-03183,strict,1,,3,3,1.0,0.166,0.166
bamboo-03184,oversize-total,,4,7,5,0.714,177.9,128.5
bamboo-03185,oversize-total,,,0,0,0.0,355.701,130.4
bamboo-03186,strict,43,,7,7,1.0,4.6,3.0
bamboo-03187,leftover,,22,7,1,0.143,62.449,26.003
bamboo-03188,strict,37,,6,6,1.0,3.168,1.252
bamboo-03189,leftover,,,3,0,0.0,44.686,14.9
bamboo-03190,leftover,,2,5,3,0.6,141.51,128.5
bamboo-03191,strict,17,,0,0,1.0,0.8,0.8
bamboo-03192,strict,1,,0,0,1.0,0.0,0.0
bamboo-03193,leftover,,,6,0,0.0,40.353,25.0
bamboo-03194,strict,1,,0,0,1.0,0.0,0.0
bamboo-03195,leftover,,,7,0,0.0,98.019,83.819
bamboo-03196,leftover,,,5,0,0.0,15.8,3.0
bamboo-03197,strict,45,,4,4,1.0,5.453,2.0
bamboo-03198,leftover,,,5,0,0.0,56.358,24.2
bamboo-03199,oversize-total,,,2,0,0.0,242.156,82.878
bamboo-03200,oversize-total,,,5,0,0.0,151.332,135.426
bamboo-03201,strict,56,,6,6,1.0,8.032,5.032
bamboo-03202,strict,13,,2,2,1.0,0.8,0.8
bamboo-03203,strict,36,,5,5,1.0,3.1,3.0
bamboo-03204,strict,17,,5,5,1.0,0.8,0.8
bamboo-03205,leftover,,,5,0,0.0,99.498,50.715
bamboo-03206,leftover,,,3,0,0.0,82.077,23.283
bamboo-03207,leftover,,,8,0,0.0,72.756,29.915
bamboo-03208,strict,21,,5,5,1.0,0.966,0.8
bamboo-03209,oversize-total,,2,5,5,1.0,227.915,128.5
bamboo-03210,oversize-total,,,7,0,0.0,183.796,93.645
bamboo-03211,strict,40,,0,0,1.0,3.8,3.0
bamboo-03212,strict,41,,0,0,1.0,3.99,3.0
bamboo-03213,strict,24,,0,0,1.0,1.6,0.8
bamboo-03214,strict,40,,0,0,1.0,3.8,3.0
bamboo-03215,oversize-total,,,0,0,0.0,161.28,130.4
bamboo-03216,strict,17,,0,0,1.0,0.8,0.8
bamboo-03217,strict,32,,0,0,1.0,2.4,0.8
bamboo-03218,oversize-floor,,,0,0,0.0,1326.685,439.106
bamboo-03219,oversize-floor,,4,3,1,0.333,4868.552,4656.613
bamboo-03220,strict,42,,0,0,1.0,4.307,2.701
bamboo-03221,strict,54,,0,0,1.0,7.6,3.0
bamboo-03222,strict,34,,0,0,1.0,2.663,0.8
bamboo-03223,strict,36,,0,0,1.0,3.0,3.0
bamboo-03224,oversize-floor,,,0,0,0.0,55713.494,51048.155
bamboo-03225,leftover,,,0,0,0.0,74.506,46.566
bamboo-03226,oversize-floor,,,4,0,0.0,328.439,157.097
bamboo-03227,strict,21,,2,2,1.0,68.389,68.221
bamboo-03228,oversize-floor,,,0,0,0.0,8618.204,8381.903
bamboo-03229,leftover,,,1,0,0.0,97.974,25.103
bamboo-03230,leftover,,,0,0,0.0,55.726,14.9
bamboo-03231,leftover,,,0,0,0.0,59.729,15.0
bamboo-03232,oversize-total,,,0,0,0.0,463.508,133.863
bamboo-03233,leftover,,,4,0,0.0,67.481,20.32
bamboo-03234,strict,21,,4,4,1.0,1.886,0.8
bamboo-03235,oversize-floor,,,7,0,0.0,525.735,525.658
bamboo-03236,strict,1,,0,0,1.0,0.0,0.0
bamboo-03237,strict,2,,3,3,1.0,0.011,0.005
bamboo-03238,strict,2,,5,5,1.0,11.441,10.641
bamboo-03239,oversize-floor,,1,8,8,1.0,158.282,155.0
bamboo-03240,leftover,,,1,0,0.0,72.232,24.214
bamboo-03241,leftover,,,7,0,0.0,51.183,39.126
bamboo-03242,leftover,,,6,0,0.0,51.604,19.0
bamboo-03243,strict,45,,4,4,1.0,7.011,3.5
bamboo-03244,oversize-floor,,,3,0,0.0,197.545,155.0
bamboo-03245,oversize-floor,,,5,0,0.0,8388.6,8381.903
bamboo-03246,strict,55,,2,2,1.0,57.608,49.599
bamboo-03247,oversize-floor,,,4,0,0.0,940.134,931.323
bamboo-03248,oversize-floor,,,3,0,0.0,4475.781,4467.569
bamboo-03249,strict,1,,2,2,1.0,2.963,1.4
bamboo-03250,leftover,,15,4,2,0.5,47.27,21.719
bamboo-03251,oversize-floor,,,2,0,0.0,4896.759,4656.613
bamboo-03252,strict,8,,0,0,1.0,28.006,14.9
bamboo-03253,strict,60,,0,0,1.0,30.226,15.0
bamboo-03254,oversize-floor,,,3,0,0.0,277.924,155.0
bamboo-03255,leftover,,,2,0,0.0,60.029,24.2
bamboo-03256,oversize-total,,1,3,1,0.333,199.106,131.417
bamboo-03257,oversize-floor,,3,4,2,0.5,158.244,155.0
bamboo-03258,oversize-floor,,,5,0,0.0,1152.991,1151.136
bamboo-03259,strict,1,,2,2,1.0,0.166,0.098
bamboo-03260,leftover,,3,4,1,0.25,14.886,5.949
bamboo-03261,leftover,,,0,0,0.0,136.496,131.417
bamboo-03262,oversize-floor,,,3,0,0.0,992.067,800.0
bamboo-03263,leftover,,,6,0,0.0,9.365,6.325
bamboo-03264,leftover,,,12,0,0.0,55.19,25.103
bamboo-03265,leftover,,,12,0,0.0,38.474,15.674
bamboo-03266,oversize-floor,,,10,0,0.0,5439.559,5434.959
bamboo-03267,strict,1,,0,0,1.0,0.0,0.0
bamboo-03268,oversize-floor,,,9,0,0.0,284.0,284.0
bamboo-03269,strict,32,,0,0,1.0,2.4,0.8
bamboo-03270,strict,49,,7,7,1.0,6.2,3.0
bamboo-03271,oversize-floor,,,10,0,0.0,158.547,155.0
bamboo-03272,strict,1,,0,0,1.0,0.0,0.0
bamboo-03273,leftover,,37,6,3,0.5,105.355,101.679
bamboo-03274,strict,18,,7,7,1.0,15.248,12.6
bamboo-03275,leftover,,,0,0,0.0,31.681,19.681
bamboo-03276,strict,34,,3,3,1.0,15.524,14.624
bamboo-03277,strict,1,,0,0,1.0,0.0,0.0
bamboo-03278,oversize-total,,,3,0,0.0,172.547,106.516
bamboo-03279,leftover,,,5,0,0.0,41.911,24.2
bamboo-03280,oversize-floor,,,0,0,0.0,1811.078,792.326
bamboo-03281,leftover,,,6,0,0.0,61.157,29.756
bamboo-03282,strict,2,,4,4,1.0,4.82,1.397
bamboo-03283,strict,9,,3,3,1.0,0.1,0.1
bamboo-03284,leftover,,5,5,2,0.4,56.511,25.0
bamboo-03285,leftover,,21,3,1,0.333,66.666,20.049
bamboo-03286,leftover,,,2,0,0.0,140.894,131.417
bamboo-03287,strict,1,,0,0,1.0,0.0,0.0
bamboo-03288,oversize-floor,,,0,0,0.0,51389.924,51048.155
bamboo-03289,leftover,,,3,0,0.0,32.356,14.9
bamboo-03290,strict,1,,0,0,1.0,0.0,0.0
bamboo-03291,strict,1,,2,2,1.0,0.332,0.166
bamboo-03292,leftover,,,0,0,0.0,64.864,21.719
bamboo-03293,oversize-total,,,2,0,0.0,284.144,29.756
bamboo-03294,leftover,,,0,0,0.0,14.2,12.6
bamboo-03295,oversize-floor,,5,2,1,0.5,211.895,155.0
bamboo-03296,oversize-total,,,0,0,0.0,193.949,130.4
bamboo-03297,oversize-floor,,1,3,2,0.667,159.784,155.0
bamboo-03298,strict,1,,0,0,1.0,0.0,0.0
bamboo-03299,oversize-floor,,,6,0,0.0,190.53,155.0
bamboo-03300,strict,16,,1,1,1.0,0.8,0.8
bamboo-03301,strict,48,,6,6,1.0,5.655,2.2
bamboo-03302,oversize-floor,,,0,0,0.0,1010.179,558.794
bamboo-03303,oversize-floor,,,0,0,0.0,617.159,284.0
bamboo-03304,strict,6,,0,0,1.0,0.1,0.1
bamboo-03305,strict,2,,0,0,1.0,0.012,0.012
bamboo-03306,leftover,,,0,0,0.0,14.489,8.874
bamboo-03307,oversize-floor,,,0,0,0.0,211.887,155.0
bamboo-03308,leftover,,,3,0,0.0,26.689,13.614
bamboo-03309,leftover,,,0,0,0.0,107.736,17.214
bamboo-03310,strict,2,,0,0,1.0,27.9,14.9
bamboo-03311,oversize-floor,,,0,0,0.0,164.718,155.0
bamboo-03312,strict,2,,0,0,1.0,129.179,24.244
bamboo-03313,strict,11,,0,0,1.0,123.05,29.915
bamboo-03314,leftover,,,0,0,0.0,23.125,13.0
bamboo-03315,oversize-total,,,0,0,0.0,387.776,131.558
bamboo-03316,strict,1,,1,1,1.0,0.332,0.166
bamboo-03317,oversize-floor,,,0,0,0.0,2368.645,1862.645
bamboo-03318,strict,54,,7,7,1.0,7.6,3.0
bamboo-03319,leftover,,4,8,1,0.125,9.684,5.748
bamboo-03320,leftover,,,6,0,0.0,76.89,26.886
bamboo-03321,leftover,,,8,0,0.0,77.389,68.221
bamboo-03322,oversize-floor,,,0,0,0.0,10888.051,8381.903
bamboo-03323,strict,36,,5,5,1.0,3.001,3.0
bamboo-03324,leftover,,,4,0,0.0,34.808,13.039
bamboo-03325,strict,38,,5,5,1.0,4.282,1.863
bamboo-03326,leftover,,,5,0,0.0,60.516,14.9
bamboo-03327,leftover,,,7,0,0.0,88.928,31.554
bamboo-03328,oversize-floor,,,0,0,0.0,155.298,155.0
bamboo-03329,leftover,,,8,0,0.0,115.155,70.699
bamboo-03330,strict,18,,4,4,1.0,13.4,12.6
bamboo-03331,leftover,,,3,0,0.0,10.836,4.108
bamboo-03332,strict,1,,0,0,1.0,0.0,0.0
bamboo-03333,strict,1,,0,0,1.0,0.0,0.0
bamboo-03334,leftover,,,7,0,0.0,26.419,25.103
bamboo-03335,leftover,,,7,0,0.0,15.497,5.309
bamboo-03336,leftover,,,6,0,0.0,45.43,34.054
bamboo-03337,oversize-total,,,7,0,0.0,255.856,97.547
bamboo-03338,leftover,,,6,0,0.0,13.5,3.0
bamboo-03339,strict,27,,2,2,1.0,1.6,0.8
bamboo-03340,leftover,,,4,0,0.0,24.584,12.852
bamboo-03341,strict,20,,0,0,1.0,15.7,14.9
bamboo-03342,leftover,,,0,0,0.0,122.858,21.183
bamboo-03343,strict,46,,5,5,1.0,5.207,4.763
bamboo-03344,leftover,,,2,0,0.0,34.999,25.0
bamboo-03345,leftover,,,0,0,0.0,30.542,14.217
bamboo-03346,leftover,,,2,0,0.0,95.452,27.733
bamboo-03347,leftover,,,4,0,0.0,23.899,22.999
bamboo-03348,oversize-total,,,4,0,0.0,216.444,149.335
bamboo-03349,strict,3,,8,8,1.0,3.366,2.0
bamboo-03350,oversize-floor,,,10,0,0.0,1557.825,1300.0
bamboo-03351,leftover,,,10,0,0.0,23.674,13.039
bamboo-03352,oversize-total,,,0,0,0.0,208.899,36.328
bamboo-03353,oversize-floor,,,0,0,0.0,161.083,155.0
bamboo-03354,strict,3,,2,2,1.0,14.9,14.9
bamboo-03355,strict,3,,0,0,1.0,14.9,14.9
bamboo-03356,leftover,,,0,0,0.0,37.419,33.528
bamboo-03357,leftover,,,0,0,0.0,29.863,25.0
bamboo-03358,leftover,,,13,0,0.0,12.418,3.0
bamboo-03359,strict,47,,5,5,1.0,5.4,3.0
bamboo-03360,leftover,,,0,0,0.0,38.537,15.0
bamboo-03361,leftover,,,6,0,0.0,47.861,39.126
bamboo-03362,strict,24,,4,4,1.0,1.5,0.8
bamboo-03363,strict,5,,7,7,1.0,5.446,3.701
bamboo-03364,oversize-floor,,,0,0,0.0,1825.417,456.758
bamboo-03365,strict,24,,0,0,1.0,1.6,0.8
bamboo-03366,strict,46,,3,3,1.0,5.439,1.741
bamboo-03367,leftover,,,0,0,0.0,10.741,10.641
bamboo-03368,leftover,,,12,0,0.0,68.577,36.923
bamboo-03369,oversize-floor,,,3,0,0.0,946.178,456.758
bamboo-03370,oversize-total,,,0,0,0.0,601.12,96.064
bamboo-03371,oversize-total,,,0,0,0.0,344.34,135.426
bamboo-03372,leftover,,,2,0,0.0,38.574,13.156
bamboo-03373,leftover,,2,8,4,0.5,16.567,13.489
bamboo-03374,strict,31,,6,6,1.0,1.8,0.8
bamboo-03375,leftover,,,3,0,0.0,15.121,14.9
bamboo-03376,strict,46,,7,7,1.0,5.187,3.0
bamboo-03377,oversize-floor,,,9,0,0.0,660.906,326.0
bamboo-03378,strict,24,,9,9,1.0,1.6,0.8
bamboo-03379,leftover,,,4,0,0.0,32.325,25.0
bamboo-03380,oversize-floor,,1,2,1,0.5,3147.247,3065.113
bamboo-03381,leftover,,4,10,3,0.3,44.716,40.0
bamboo-03382,leftover,,,1,0,0.0,116.219,24.214
bamboo-03383,oversize-floor,,1,6,6,1.0,159.853,155.0
bamboo-03384,strict,2,,2,2,1.0,25.541,14.9
bamboo-03385,strict,46,,8,8,1.0,6.125,3.725
bamboo-03386,oversize-floor,,,0,0,0.0,502.932,311.853
bamboo-03387,leftover,,,12,0,0.0,79.099,60.0
bamboo-03388,leftover,,,0,0,0.0,44.861,16.0
bamboo-03389,strict,36,,0,0,1.0,3.08,1.087
bamboo-03390,leftover,,,4,0,0.0,14.219,8.89
bamboo-03391,strict,16,,0,0,1.0,0.8,0.8
bamboo-03392,strict,1,,0,0,1.0,0.0,0.0
bamboo-03393,oversize-total,,,0,0,0.0,202.059,120.878
bamboo-03394,leftover,,,0,0,0.0,39.502,31.388
bamboo-03395,strict,1,,0,0,1.0,0.0,0.0
bamboo-03396,strict,8,,0,0,1.0,1.164,0.699
bamboo-03397,leftover,,,2,0,0.0,20.902,14.958
bamboo-03398,strict,39,,0,0,1.0,3.943,2.804
bamboo-03399,strict,44,,0,0,1.0,4.8,0.8
bamboo-03400,strict,48,,0,0,1.0,6.0,3.0
bamboo-03401,strict,1,,0,0,1.0,0.0,0.0
bamboo-03402,strict,22,,5,5,1.0,1.021,0.8
bamboo-03403,strict,37,,0,0,1.0,3.418,1.252
bamboo-03404,strict,1,,0,0,1.0,0.0,0.0
bamboo-03405,oversize-floor,,,6,0,0.0,307.613,155.0
bamboo-03406,leftover,,,0,0,0.0,11.019,3.987
bamboo-03407,oversize-floor,,,1,0,0.0,329.8,326.0
bamboo-03408,oversize-floor,,,0,0,0.0,180.384,155.0
bamboo-03409,leftover,,,1,0,0.0,23.993,12.7
bamboo-03410,strict,1,,0,0,1.0,0.0,0.0
bamboo-03411,strict,1,,0,0,1.0,0.0,0.0
bamboo-03412,oversize-floor,,,0,0,0.0,253.919,155.0
bamboo-03413,strict,1,,0,0,1.0,0.0,0.0
bamboo-03414,strict,1,,0,0,1.0,0.0,0.0
bamboo-03415,strict,59,,0,0,1.0,11.437,6.7
bamboo-03416,strict,1,,0,0,1.0,0.0,0.0
bamboo-03417,leftover,,,1,0,0.0,48.739,18.0
bamboo-03418,strict,38,,3,3,1.0,4.0,0.8
bamboo-03419,strict,1,,0,0,1.0,0.0,0.0
bamboo-03420,strict,1,,0,0,1.0,3.881,3.5
bamboo-03421,leftover,,,5,0,0.0,41.585,17.509
bamboo-03422,strict,1,,0,0,1.0,0.0,0.0
bamboo-03423,oversize-floor,,,0,0,0.0,155.72,155.0
bamboo-03424,strict,32,,0,0,1.0,2.374,1.368
bamboo-03425,strict,21,,0,0,1.0,0.966,0.8
bamboo-03426,strict,1,,0,0,1.0,0.0,0.0
bamboo-03427,strict,22,,0,0,1.0,0.898,0.8
bamboo-03428,leftover,,,6,0,0.0,85.998,60.0
bamboo-03429,strict,31,,10,10,1.0,1.865,1.865
bamboo-03430,oversize-floor,,,8,0,0.0,288.794,155.0
bamboo-03431,strict,1,,0,0,1.0,0.0,0.0
bamboo-03432,strict,1,,0,0,1.0,0.0,0.0
bamboo-03433,leftover,,,10,0,0.0,22.045,7.445
bamboo-03434,strict,17,,3,3,1.0,0.8,0.8
bamboo-03435,leftover,,,8,0,0.0,78.12,54.83
bamboo-03436,strict,1,,0,0,1.0,0.0,0.0
bamboo-03437,strict,1,,0,0,1.0,0.0,0.0
bamboo-03438,strict,6,,0,0,1.0,0.1,0.1
bamboo-03439,strict,28,,0,0,1.0,1.6,0.8
bamboo-03440,oversize-floor,,,0,0,0.0,681.126,261.944
bamboo-03441,leftover,,,0,0,0.0,101.215,38.763
bamboo-03442,strict,17,,0,0,1.0,0.8,0.8
bamboo-03443,strict,33,,7,7,1.0,2.4,0.8
bamboo-03444,leftover,,6,6,1,0.167,32.701,14.003
bamboo-03445,leftover,,,4,0,0.0,28.992,23.592
bamboo-03446,strict,1,,0,0,1.0,0.0,0.0
bamboo-03447,strict,44,,0,0,1.0,4.6,3.0
bamboo-03448,strict,35,,7,7,1.0,2.813,0.8
bamboo-03449,oversize-floor,,,0,0,0.0,871.388,800.0
bamboo-03450,strict,54,,0,0,1.0,7.6,3.0
